Frequency_Hz	Mismatch_0.05	Mismatch_0.04	Mismatch_0.03
1.003375	0.00032426816686858113	0.00027171783569782457	0.0004079549443411
1.01575	0.00041954465948799285	0.00028964599409751193	0.0003797232751618682
1.028125	0.00035841173045277953	0.00024914261266504754	0.00020791933738187004
1.0405	0.00023965035729999317	0.00042650221815041526	0.000189812853615698
1.052875	0.00034240736078057667	0.0003617950435216049	8.647682553146826e-05
1.061875			0.0002825879355391413
1.06525	0.00031552355192936073	0.0002552792507410659	0.00017194880233304912
1.077625	0.0003430573716084236	0.0004175601738835254	0.00019710486530981423
1.09	0.00040779004623152826	0.0003842238235932175	0.0002861432716560043
1.102375	0.0004962107241688236	0.0004844609628022762	0.00017012006610543743
1.11475	0.0005023115343623521	0.0003876764186057109	0.000159247825155857
1.12375			0.0002315957128586527
1.127125	0.00040049543614971135	0.0002194043862067199	0.0001937304356070762
1.1395	0.0002828404217632204	0.0002682003583733743	0.000315315502721459
1.151875	0.0006446131457809304	0.00037010603074518676	0.0003278742213510344
1.16425	0.00046187286632561606	0.0004954212414536446	0.0002617818914658544
1.176625	0.000296471973335774	0.0004717411984670174	0.0004746815316902986
1.185625			0.00034003253268460583
1.189	0.00021943794500365154	0.0004126641939440295	0.0005124089690867498
1.201375	0.00020027463454934977	0.0002710269426445009	0.0002461702376698605
1.21375	0.00038923438996067385	0.00028589437603153005	0.0002486356038009196
1.226125	0.0004502757451190632	0.00026443451197477537	0.0002670950066494834
1.2385	0.0004427779667224862	0.00029169359298001236	0.00018883796378106575
1.2475			0.0002909356413962674
1.250875	0.00043095104012678455	0.00028226882124626784	0.0001908118203194118
1.26325	0.00035583213568028547	0.00030956367692258906	0.00018757595641388344
1.275625	0.00018163460736484775	0.0003844500044553289	0.00031154230720136937
1.288	0.00029729374230931337	0.0003218183078351454	0.00032734194834675007
1.300375	0.00016741849201223262	0.00025916776052279343	0.0002217052486933947
1.309375			0.00020017993428696865
1.31275	0.0002666784776346863	0.00032637183374653193	0.00019361724232491254
1.325125	0.0002805421698688274	0.0003402602702549917	0.0003203587876708239
1.3375	0.0003712608869193267	0.0003248190393795984	0.00024249925501552597
1.349875	0.00022997075420374633	0.00029354305280815266	0.00019643960433181467
1.36225	0.00023653669965765904	0.00035465655387324736	0.00034337977209552927
1.37125			0.0002549503085254048
1.374625	0.0003444855792266933	0.0004130995479257759	0.0002946624331556373
1.387	0.00037591181006262623	0.00036962676358557966	9.228984337401381e-05
1.399375	0.0002568799985095163	0.00034194336264469166	
1.41175	0.00020045835589548543	0.0003543221275256755	0.000154943381854925
1.424125	0.0003476066721730236	0.0003187477980872713	0.00016933594816129238
1.433125			0.000321392064932947
1.4365	0.0003406255139742154	0.00023287051385117096	0.0002616455032230984
1.448875	0.00034871817175893984	0.0003504224340276996	0.0002571180996949408
1.46125	0.0005610063167810017	0.000485735617780409	0.00022441729550367904
1.473625	0.00034824141434865543	0.00043514165243579235	0.00022434752966179927
1.486	0.00043919703301916965	0.00044354719682616824	0.0002837970346574319
1.495			0.00028708272956008257
1.498375	0.0004943735758164977	0.0003548377219564887	0.00029023185437520536
1.51075	0.00032102073979242587	0.00022327363293234246	0.00017228575081859325
1.523125	0.0002996794841921634	0.0002811411302087105	0.00022922519640046358
1.5355	0.00012595830418120276	0.0003357142155590889	0.00013628610781548647
1.547875	0.00020854765509683272	0.0002599175869679801	4.209947328424787e-05
1.556875			0.000260054921623583
1.56025	0.00025649943234923854	0.0003560378255598716	0.00016414472620907317
1.572625	0.0003577235954747721	0.00027000681209334037	0.00017846355214465613
1.585	0.00043697400370902286	0.00015868021116287028	0.0001983469700291212
1.597375	0.00027367069898912017	0.00027690955203586536	0.00035745508441417304
1.60975	0.0002668454472717869	0.00028929260128048555	0.0004007534072274246
1.61875			0.00021612434679539093
1.622125	0.00016468635065385474	0.0003319685022905252	0.00029739505412049877
1.6345	0.00016474250315440004	0.0003364031580189721	0.00016537384776081586
